128,1362,0,oak,oak,purple
136,1371,0,oak,oak,purple
144,1380,0,oak,oak,purple
148,1509,0,oak,oak,purple
152,1353,0,oak,oak,purple
152,1377,0,oak,oak,purple
156,1470,0,oak,oak,purple
156,1494,0,oak,oak,purple
160,1350,0,oak,oak,purple
160,1362,0,oak,oak,purple
160,1398,0,oak,oak,purple
164,1455,0,oak,oak,purple
164,1503,0,oak,oak,purple
168,1347,0,oak,oak,purple
168,1359,0,oak,oak,purple
168,1383,0,oak,oak,purple
168,1407,0,oak,oak,purple
168,1431,0,oak,oak,purple
172,1476,0,oak,oak,purple
172,1500,0,oak,oak,purple
172,1512,0,oak,oak,purple
176,1356,0,oak,oak,purple
176,1380,0,oak,oak,purple
176,1392,0,oak,oak,purple
176,1428,0,oak,oak,purple
176,1440,0,oak,oak,purple
180,1509,0,oak,oak,purple
184,1365,0,oak,oak,purple
184,1377,0,oak,oak,purple
184,1389,0,oak,oak,purple
184,1401,0,oak,oak,purple
184,1449,0,oak,oak,purple
188,1329,0,oak,oak,purple
188,1494,0,oak,oak,purple
188,1506,0,oak,oak,purple
192,1374,0,oak,oak,purple
192,1434,0,oak,oak,purple
192,1446,0,oak,oak,purple
192,1458,0,oak,oak,purple
196,1326,0,oak,oak,purple
196,1338,0,oak,oak,purple
196,1350,0,oak,oak,purple
196,1515,0,oak,oak,purple
200,1407,0,oak,oak,purple
200,1419,0,oak,oak,purple
200,1431,0,oak,oak,purple
200,1443,0,oak,oak,purple
200,1467,0,oak,oak,purple
204,1323,0,oak,oak,purple
204,1347,0,oak,oak,purple
204,1359,0,oak,oak,purple
204,1512,0,oak,oak,purple
208,1404,0,oak,oak,purple
208,1416,0,oak,oak,purple
208,1428,0,oak,oak,purple
208,1452,0,oak,oak,purple
208,1476,0,oak,oak,purple
212,1332,0,oak,oak,purple
216,1413,0,oak,oak,purple
216,1449,0,oak,oak,purple
216,1485,0,oak,oak,purple
220,1329,0,oak,oak,purple
220,1365,0,oak,oak,purple
224,747,0,oak,oak,purple
224,1446,0,oak,oak,purple
224,1482,0,oak,oak,purple
224,1494,0,oak,oak,purple
224,1506,0,oak,oak,purple
228,1350,0,oak,oak,purple
228,1362,0,oak,oak,purple
228,1374,0,oak,oak,purple
228,1386,0,oak,oak,purple
232,816,0,oak,oak,purple
232,1431,0,oak,oak,purple
232,1443,0,oak,oak,purple
232,1467,0,oak,oak,purple
232,1491,0,oak,oak,purple
236,1371,0,oak,oak,purple
236,1383,0,oak,oak,purple
236,1395,0,oak,oak,purple
236,1407,0,oak,oak,purple
240,777,0,oak,oak,purple
240,1452,0,oak,oak,purple
240,1476,0,oak,oak,purple
244,729,0,oak,oak,purple
244,1344,0,oak,oak,purple
244,1356,0,oak,oak,purple
244,1380,0,oak,oak,purple
244,1392,0,oak,oak,purple
244,1404,0,oak,oak,purple
244,1416,0,oak,oak,purple
248,786,0,oak,oak,purple
248,798,0,oak,oak,purple
248,810,0,oak,oak,purple
248,1473,0,oak,oak,purple
252,714,0,oak,oak,purple
252,726,0,oak,oak,purple
252,1353,0,oak,oak,purple
252,1365,0,oak,oak,purple
252,1377,0,oak,oak,purple
252,1389,0,oak,oak,purple
252,1401,0,oak,oak,purple
252,1413,0,oak,oak,purple
252,1425,0,oak,oak,purple
252,1437,0,oak,oak,purple
256,795,0,oak,oak,purple
256,1020,0,oak,oak,purple
260,1374,0,oak,oak,purple
260,1386,0,oak,oak,purple
260,1410,0,oak,oak,purple
260,1422,0,oak,oak,purple
260,1434,0,oak,oak,purple
264,816,0,oak,oak,purple
264,1029,0,oak,oak,purple
264,1338,0,oak,oak,purple
272,825,0,oak,oak,purple
272,1347,0,oak,oak,purple
272,1488,0,oak,oak,purple
276,789,0,oak,oak,purple
280,1356,0,oak,oak,purple
284,750,0,oak,oak,purple
284,975,0,oak,oak,purple
284,1011,0,oak,oak,purple
284,1023,0,oak,oak,purple
288,1353,0,oak,oak,purple
288,1365,0,oak,oak,purple
292,984,0,oak,oak,purple
292,1032,0,oak,oak,purple
296,1350,0,oak,oak,purple
296,1362,0,oak,oak,purple
300,816,0,oak,oak,purple
300,1029,0,oak,oak,purple
300,1503,0,oak,oak,purple
304,1347,0,oak,oak,purple
308,801,0,oak,oak,purple
308,813,0,oak,oak,purple
308,825,0,oak,oak,purple
308,990,0,oak,oak,purple
308,1014,0,oak,oak,purple
308,1026,0,oak,oak,purple
308,1500,0,oak,oak,purple
312,942,0,oak,oak,purple
312,1344,0,oak,oak,purple
312,1356,0,oak,oak,purple
316,810,0,oak,oak,purple
316,1023,0,oak,oak,purple
316,1071,0,oak,oak,purple
316,1248,0,oak,oak,purple
316,1497,0,oak,oak,purple
320,963,0,oak,oak,purple
320,1353,0,oak,oak,purple
324,1008,0,oak,oak,purple
324,1032,0,oak,oak,purple
324,1068,0,oak,oak,purple
324,1506,0,oak,oak,purple
324,1518,0,oak,oak,purple
328,948,0,oak,oak,purple
328,960,0,oak,oak,purple
332,1029,0,oak,oak,purple
332,1041,0,oak,oak,purple
332,1503,0,oak,oak,purple
332,1515,0,oak,oak,purple
336,969,0,oak,oak,purple
336,981,0,oak,oak,purple
336,1359,0,oak,oak,purple
340,1026,0,oak,oak,purple
340,1263,0,oak,oak,purple
340,1287,0,oak,oak,purple
340,1311,0,oak,oak,purple
340,1323,0,oak,oak,purple
340,1512,0,oak,oak,purple
340,1524,0,oak,oak,purple
344,1215,0,oak,oak,purple
344,1227,0,oak,oak,purple
344,1593,0,oak,oak,purple
348,1260,0,oak,oak,purple
348,1272,0,oak,oak,purple
348,1284,0,oak,oak,purple
348,1308,0,oak,oak,purple
348,1320,0,oak,oak,purple
348,1332,0,oak,oak,purple
348,1344,0,oak,oak,purple
348,1533,0,oak,oak,purple
348,1545,0,oak,oak,purple
348,1557,0,oak,oak,purple
348,1569,0,oak,oak,purple
352,774,0,oak,oak,purple
352,963,0,oak,oak,purple
352,975,0,oak,oak,purple
352,1200,0,oak,oak,purple
352,1224,0,oak,oak,purple
356,1044,0,oak,oak,purple
356,1281,0,oak,oak,purple
356,1293,0,oak,oak,purple
356,1305,0,oak,oak,purple
356,1317,0,oak,oak,purple
356,1341,0,oak,oak,purple
356,1353,0,oak,oak,purple
360,759,0,oak,oak,purple
360,1008,0,oak,oak,purple
360,1197,0,oak,oak,purple
360,1233,0,oak,oak,purple
360,1245,0,oak,oak,purple
364,1278,0,oak,oak,purple
364,1290,0,oak,oak,purple
364,1338,0,oak,oak,purple
364,1350,0,oak,oak,purple
364,1362,0,oak,oak,purple
364,1551,0,oak,oak,purple
364,1563,0,oak,oak,purple
368,1218,0,oak,oak,purple
368,1230,0,oak,oak,purple
368,1242,0,oak,oak,purple
368,1254,0,oak,oak,purple
372,1299,0,oak,oak,purple
372,1311,0,oak,oak,purple
372,1323,0,oak,oak,purple
372,1335,0,oak,oak,purple
372,1347,0,oak,oak,purple
372,1359,0,oak,oak,purple
372,1548,0,oak,oak,purple
372,1572,0,oak,oak,purple
376,966,0,oak,oak,purple
376,1263,0,oak,oak,purple
380,930,0,oak,oak,purple
380,942,0,oak,oak,purple
380,1344,0,oak,oak,purple
380,1557,0,oak,oak,purple
380,1569,0,oak,oak,purple
384,786,0,oak,oak,purple
384,987,0,oak,oak,purple
384,1011,0,oak,oak,purple
384,1047,0,oak,oak,purple
384,1059,0,oak,oak,purple
384,1236,0,oak,oak,purple
384,1248,0,oak,oak,purple
384,1284,0,oak,oak,purple
384,1662,0,oak,oak,purple
388,1554,0,oak,oak,purple
388,1626,0,oak,oak,purple
392,1032,0,oak,oak,purple
392,1056,0,oak,oak,purple
392,1245,0,oak,oak,purple
392,1269,0,oak,oak,purple
396,1173,0,oak,oak,purple
396,1326,0,oak,oak,purple
396,1338,0,oak,oak,purple
396,1350,0,oak,oak,purple
396,1362,0,oak,oak,purple
396,1563,0,oak,oak,purple
396,1587,0,oak,oak,purple
396,1635,0,oak,oak,purple
400,1005,0,oak,oak,purple
400,1065,0,oak,oak,purple
400,1242,0,oak,oak,purple
400,1254,0,oak,oak,purple
400,1278,0,oak,oak,purple
400,1290,0,oak,oak,purple
400,1302,0,oak,oak,purple
400,1680,0,oak,oak,purple
404,1335,0,oak,oak,purple
404,1359,0,oak,oak,purple
404,1383,0,oak,oak,purple
404,1560,0,oak,oak,purple
404,1596,0,oak,oak,purple
404,1608,0,oak,oak,purple
404,1632,0,oak,oak,purple
404,1644,0,oak,oak,purple
408,1014,0,oak,oak,purple
408,1026,0,oak,oak,purple
408,1251,0,oak,oak,purple
408,1263,0,oak,oak,purple
408,1287,0,oak,oak,purple
408,1299,0,oak,oak,purple
408,1677,0,oak,oak,purple
412,1368,0,oak,oak,purple
412,1581,0,oak,oak,purple
412,1617,0,oak,oak,purple
412,1641,0,oak,oak,purple
412,1653,0,oak,oak,purple
416,1047,0,oak,oak,purple
416,1248,0,oak,oak,purple
416,1272,0,oak,oak,purple
416,1284,0,oak,oak,purple
420,1365,0,oak,oak,purple
420,1602,0,oak,oak,purple
420,1614,0,oak,oak,purple
420,1650,0,oak,oak,purple
420,1662,0,oak,oak,purple
424,891,0,oak,oak,purple
424,1056,0,oak,oak,purple
424,1269,0,oak,oak,purple
424,1281,0,oak,oak,purple
424,1305,0,oak,oak,purple
424,1317,0,oak,oak,purple
424,1341,0,oak,oak,purple
428,924,0,oak,oak,purple
428,1374,0,oak,oak,purple
428,1386,0,oak,oak,purple
428,1599,0,oak,oak,purple
428,1611,0,oak,oak,purple
428,1659,0,oak,oak,purple
428,1671,0,oak,oak,purple
428,1683,0,oak,oak,purple
432,864,0,oak,oak,purple
432,876,0,oak,oak,purple
432,900,0,oak,oak,purple
432,1290,0,oak,oak,purple
432,1314,0,oak,oak,purple
432,1326,0,oak,oak,purple
432,1338,0,oak,oak,purple
432,1350,0,oak,oak,purple
436,1383,0,oak,oak,purple
436,1620,0,oak,oak,purple
436,1656,0,oak,oak,purple
436,1668,0,oak,oak,purple
436,1680,0,oak,oak,purple
436,1692,0,oak,oak,purple
440,837,0,oak,oak,purple
440,873,0,oak,oak,purple
440,1275,0,oak,oak,purple
440,1287,0,oak,oak,purple
440,1335,0,oak,oak,purple
440,1347,0,oak,oak,purple
440,1584,0,oak,oak,purple
444,942,0,oak,oak,purple
444,954,0,oak,oak,purple
444,990,0,oak,oak,purple
444,1002,0,oak,oak,purple
444,1392,0,oak,oak,purple
444,1617,0,oak,oak,purple
444,1629,0,oak,oak,purple
