4212,548,0,iron,iron,blue
4212,540,0,iron,iron,blue
4212,532,0,dull,dull,blue
4212,524,0,copper,copper,blue
4220,524,0,shadow,shadow,blue
4220,532,0,iron,iron,blue
4220,548,0,gold,gold,blue
4220,540,0,iron,iron,blue
4220,516,0,agapite,agapite,blue
4228,516,0,bronze,bronze,blue
4228,524,0,dull,dull,blue
4228,532,0,iron,iron,blue
4236,532,0,iron,iron,blue
4236,540,0,agapite,agapite,blue
4244,540,0,bronze,bronze,blue
4244,548,0,dull,dull,blue
4244,556,0,iron,iron,blue
4244,564,0,iron,iron,blue
4252,564,0,agapite,agapite,blue
4252,572,0,shadow,shadow,blue
4220,508,0,iron,iron,blue
4212,508,0,iron,iron,blue
4212,500,0,dull,dull,blue
4204,500,0,shadow,shadow,blue
4204,492,0,agapite,agapite,blue
4204,484,0,iron,iron,blue
4204,476,0,iron,iron,blue
4196,476,0,dull,dull,blue
4196,468,0,bronze,bronze,blue
4188,460,0,iron,iron,blue
4188,468,0,agapite,agapite,blue
4180,460,0,iron,iron,blue
4180,452,0,dull,dull,blue
4172,452,0,shadow,shadow,blue
4172,444,0,gold,gold,blue
4164,444,0,iron,iron,blue
4164,436,0,iron,iron,blue
4156,436,0,iron,iron,blue
4156,428,0,shadow,shadow,blue
4148,428,0,copper,copper,blue
4148,420,0,iron,iron,blue
4140,420,0,iron,iron,blue
4140,412,0,iron,iron,blue
4132,412,0,dull,dull,blue
4132,404,0,copper,copper,blue
4124,404,0,gold,gold,blue
4124,396,0,iron,iron,blue
4116,396,0,iron,iron,blue
4108,396,0,iron,iron,blue
4100,396,0,dull,dull,blue
4100,388,0,copper,copper,blue
4092,396,0,shadow,shadow,blue
4092,388,0,gold,gold,blue
4092,380,0,iron,iron,blue
4092,372,0,iron,iron,blue
4084,372,0,dull,dull,blue
4084,364,0,copper,copper,blue
4076,364,0,gold,gold,blue
4076,356,0,iron,iron,blue
4076,348,0,iron,iron,blue
4068,348,0,dull,dull,blue
4068,340,0,copper,copper,blue
4060,340,0,gold,gold,blue
4060,332,0,iron,iron,blue
4052,332,0,iron,iron,blue
4052,324,0,iron,iron,blue
4052,316,0,copper,copper,blue
4044,316,0,gold,gold,blue
4036,316,0,valorite,valorite,blue
4036,308,0,iron,iron,blue
4028,308,0,iron,iron,blue
4020,308,0,iron,iron,blue
4020,300,0,copper,copper,blue
4012,300,0,bronze,bronze,blue
4012,308,0,dull,dull,blue
4004,308,0,copper,copper,blue
4012,316,0,iron,iron,blue
4012,324,0,iron,iron,blue
4020,324,0,verite,verite,blue
4020,316,0,iron,iron,blue
4028,316,0,iron,iron,blue
4036,324,0,copper,copper,blue
4028,324,0,bronze,bronze,blue
4036,332,0,iron,iron,blue
4028,332,0,dull,dull,blue
4044,332,0,iron,iron,blue
4044,324,0,shadow,shadow,blue
4036,340,0,iron,iron,blue
